Instance,shuffle time,cost,performance,time
C101_50_2D,0,661.5071762864841,0.9037112621215757,0.03796319007873535
C101_50_2D,1,661.5071762864841,0.9037112621215757,0.037507395744323734
C101_50_2D,2,661.5071762864841,0.9037112621215757,0.03773080825805664
C101_50_2D,3,661.5071762864841,0.9037112621215757,0.03766988754272461
C101_50_2D,4,661.5071762864841,0.9037112621215757,0.037547874450683597
C101_50_2D,5,661.5071762864841,0.9037112621215757,0.03747156620025635
C101_50_2D,6,661.5071762864841,0.9037112621215757,0.03758438110351563
C101_50_2D,7,661.5071762864841,0.9037112621215757,0.037507028579711915
C101_50_2D,8,661.5071762864841,0.9037112621215757,0.03742263317108154
C101_50_2D,9,661.5071762864841,0.9037112621215757,0.03745515823364258
C101_50_2D,10,661.5071762864841,0.9037112621215757,0.0377205753326416
C101_50_2D,11,661.5071762864841,0.9037112621215757,0.037495965957641604
C101_50_2D,12,661.5071762864841,0.9037112621215757,0.0375717306137085
C101_50_2D,13,661.5071762864841,0.9037112621215757,0.037629528045654295
C101_50_2D,14,661.5071762864841,0.9037112621215757,0.03761392116546631
C101_50_2D,15,661.5071762864841,0.9037112621215757,0.03762732982635498
C101_50_2D,16,661.5071762864841,0.9037112621215757,0.03772173881530762
C101_50_2D,17,661.5071762864841,0.9037112621215757,0.03774031162261963
C101_50_2D,18,661.5071762864841,0.9037112621215757,0.037926244735717776
C101_50_2D,19,661.5071762864841,0.9037112621215757,0.03779143333435059
C101_50_2D,20,661.5071762864841,0.9037112621215757,0.03765305995941162
C101_50_2D,21,661.5071762864841,0.9037112621215757,0.037695670127868654
C101_50_2D,22,661.5071762864841,0.9037112621215757,0.037609214782714846
C101_50_2D,23,661.5071762864841,0.9037112621215757,0.03764100551605225
C101_50_2D,24,661.5071762864841,0.9037112621215757,0.0374971342086792
C101_50_2D,25,661.5071762864841,0.9037112621215757,0.037528276443481445
C101_50_2D,26,661.5071762864841,0.9037112621215757,0.03759974479675293
C101_50_2D,27,661.5071762864841,0.9037112621215757,0.03758252620697022
C101_50_2D,28,661.5071762864841,0.9037112621215757,0.0375048303604126
C101_50_2D,29,661.5071762864841,0.9037112621215757,0.03756430149078369
