Instance,shuffle time,cost,run time
R101_20_2D,0,331.8704774412498,1.283112840652466
R101_20_2D,1,331.8704774412498,1.2542981338500976
R101_20_2D,2,331.8704774412498,1.243638710975647
R101_20_2D,3,331.8704774412498,1.2858395719528197
R101_20_2D,4,331.8704774412498,1.2804260444641113
R101_20_2D,5,331.8704774412498,1.2572437143325805
R101_20_2D,6,331.8704774412498,1.2823635149002075
R101_20_2D,7,331.8704774412498,1.2630760526657105
R101_20_2D,8,331.8704774412498,1.2625216102600099
R101_20_2D,9,331.8704774412498,1.2736070919036866
R101_20_2D,10,331.8704774412498,1.264868474006653
R101_20_2D,11,331.8704774412498,1.2277337837219238
R101_20_2D,12,331.8704774412498,1.2447536420822143
R101_20_2D,13,331.8704774412498,1.2531548166275024
R101_20_2D,14,331.8704774412498,1.2740893125534059
R101_20_2D,15,331.8704774412498,1.2795911598205567
R101_20_2D,16,331.8704774412498,1.2662721633911134
R101_20_2D,17,331.8704774412498,1.280782790184021
R101_20_2D,18,331.8704774412498,1.2859444999694825
R101_20_2D,19,331.8704774412498,1.3071497440338136
R101_20_2D,20,331.8704774412498,1.2927852630615235
R101_20_2D,21,331.8704774412498,1.2793487739562988
R101_20_2D,22,324.0854138586608,1.262304663658142
R101_20_2D,23,331.8704774412498,1.2780396270751953
R101_20_2D,24,331.8704774412498,1.2352115774154664
R101_20_2D,25,330.6544377769804,1.2617912817001342
R101_20_2D,26,331.8704774412498,1.2778590440750122
R101_20_2D,27,331.8704774412498,1.26882719039917
R101_20_2D,28,331.8704774412498,1.2797450065612792
R101_20_2D,29,321.26066733260956,1.298253860473633
