Instance,shuffle time,cost,performance,time
C101_2D,0,996.4291174024744,0.9815835260849557,0.10413311004638671
C101_2D,1,996.4291174024744,0.9815835260849557,0.10345213890075683
C101_2D,2,996.4291174024744,0.9815835260849557,0.10365168094635009
C101_2D,3,996.4291174024744,0.9815835260849557,0.10514111042022706
C101_2D,4,996.4291174024744,0.9815835260849557,0.10427801132202148
C101_2D,5,996.4291174024744,0.9815835260849557,0.10350067615509033
C101_2D,6,996.4291174024744,0.9815835260849557,0.10525324821472168
C101_2D,7,996.4291174024744,0.9815835260849557,0.10513122081756592
C101_2D,8,996.4291174024744,0.9815835260849557,0.10430146217346191
C101_2D,9,996.4291174024744,0.9815835260849557,0.1038626766204834
C101_2D,10,996.4291174024744,0.9815835260849557,0.1038187837600708
C101_2D,11,996.4291174024744,0.9815835260849557,0.10373942852020264
C101_2D,12,996.4291174024744,0.9815835260849557,0.10388539314270019
C101_2D,13,996.4291174024744,0.9815835260849557,0.10377630233764648
C101_2D,14,996.4291174024744,0.9815835260849557,0.10444719791412353
C101_2D,15,996.4291174024744,0.9815835260849557,0.10448391437530517
C101_2D,16,996.4291174024744,0.9815835260849557,0.10404428005218506
C101_2D,17,996.4291174024744,0.9815835260849557,0.1038888168334961
C101_2D,18,996.4291174024744,0.9815835260849557,0.10423343181610108
C101_2D,19,996.4291174024744,0.9815835260849557,0.10385189056396485
C101_2D,20,996.4291174024744,0.9815835260849557,0.10507942199707031
C101_2D,21,996.4291174024744,0.9815835260849557,0.10538404941558838
C101_2D,22,996.4291174024744,0.9815835260849557,0.10483251094818115
C101_2D,23,996.4291174024744,0.9815835260849557,0.1039507007598877
C101_2D,24,996.4291174024744,0.9815835260849557,0.10412721157073974
C101_2D,25,996.4291174024744,0.9815835260849557,0.10382730960845947
C101_2D,26,996.4291174024744,0.9815835260849557,0.1045573377609253
C101_2D,27,996.4291174024744,0.9815835260849557,0.10573125839233398
C101_2D,28,996.4291174024744,0.9815835260849557,0.10467302799224854
C101_2D,29,996.4291174024744,0.9815835260849557,0.10479271411895752
