Instance,shuffle time,cost,performance,time
C101_20,0,323.7168525709317,0.9292792530563864,0.008067755699157715
C101_20,1,323.7168525709317,0.9292792530563864,0.008211836814880372
C101_20,2,323.7168525709317,0.9292792530563864,0.008060884475708009
C101_20,3,323.7168525709317,0.9292792530563864,0.008062648773193359
C101_20,4,323.7168525709317,0.9292792530563864,0.008072333335876465
C101_20,5,323.7168525709317,0.9292792530563864,0.008054285049438477
C101_20,6,323.7168525709317,0.9292792530563864,0.00806114673614502
C101_20,7,323.7168525709317,0.9292792530563864,0.008081045150756836
C101_20,8,323.7168525709317,0.9292792530563864,0.008055019378662109
C101_20,9,323.7168525709317,0.9292792530563864,0.008068671226501465
C101_20,10,323.7168525709317,0.9292792530563864,0.008073911666870118
C101_20,11,323.7168525709317,0.9292792530563864,0.008089451789855958
C101_20,12,323.7168525709317,0.9292792530563864,0.008085098266601563
C101_20,13,323.7168525709317,0.9292792530563864,0.008077173233032227
C101_20,14,323.7168525709317,0.9292792530563864,0.008092947006225586
C101_20,15,323.7168525709317,0.9292792530563864,0.008087797164916992
C101_20,16,323.7168525709317,0.9292792530563864,0.008096046447753906
C101_20,17,323.7168525709317,0.9292792530563864,0.00811370849609375
C101_20,18,323.7168525709317,0.9292792530563864,0.00814563274383545
C101_20,19,323.7168525709317,0.9292792530563864,0.008169884681701661
C101_20,20,323.7168525709317,0.9292792530563864,0.00817859172821045
C101_20,21,323.7168525709317,0.9292792530563864,0.008176078796386719
C101_20,22,323.7168525709317,0.9292792530563864,0.00816488742828369
C101_20,23,323.7168525709317,0.9292792530563864,0.008179373741149902
C101_20,24,323.7168525709317,0.9292792530563864,0.008185358047485351
C101_20,25,323.7168525709317,0.9292792530563864,0.00819253921508789
C101_20,26,323.7168525709317,0.9292792530563864,0.008168354034423828
C101_20,27,323.7168525709317,0.9292792530563864,0.008173007965087891
C101_20,28,323.7168525709317,0.9292792530563864,0.008152947425842286
C101_20,29,323.7168525709317,0.9292792530563864,0.008185997009277343
