Instance,shuffle time,cost,run time
C101_20,0,304.4449442817953,0.8961763954162598
C101_20,1,304.4027121222303,0.9105290031433105
C101_20,2,304.4449442817953,0.8842754220962524
C101_20,3,300.3907235600311,0.8865023612976074
C101_20,4,300.3907235600311,0.8863869524002075
C101_20,5,304.4449442817953,0.8952806234359741
C101_20,6,304.4027121222303,0.9035961484909057
C101_20,7,300.3907235600311,0.8845447587966919
C101_20,8,304.4449442817953,0.8935429239273072
C101_20,9,300.3907235600311,0.8918683671951294
C101_20,10,300.3907235600311,0.8957405138015747
C101_20,11,304.4449442817953,0.9100238037109375
C101_20,12,304.4449442817953,0.894782476425171
C101_20,13,300.3907235600311,0.8682623291015625
C101_20,14,300.3907235600311,0.8889414548873902
C101_20,15,300.3907235600311,0.8958542776107788
C101_20,16,300.3907235600311,0.8988646030426025
C101_20,17,304.4449442817953,0.8986086845397949
C101_20,18,304.4449442817953,0.8838164234161376
C101_20,19,304.4027121222303,0.9041165733337402
C101_20,20,300.3907235600311,0.8940581703186035
C101_20,21,302.1427396897541,0.8976291179656982
C101_20,22,304.4449442817953,0.8992352437973022
C101_20,23,300.3907235600311,0.8937489175796509
C101_20,24,300.3907235600311,0.9066578245162964
C101_20,25,300.3907235600311,0.8799419260025024
C101_20,26,300.3907235600311,1.0530527973175048
C101_20,27,304.4027121222303,1.1771630668640136
C101_20,28,304.4449442817953,1.2407459068298339
C101_20,29,300.3907235600311,0.9086335611343384
