Instance,shuffle time,cost,performance,run time
R101_20_2D,0,332.3761664331838,0.9964996154402834,0.11311916351318359
R101_20_2D,1,332.3761664331838,0.9964996154402834,0.11794690132141113
R101_20_2D,2,332.3761664331838,0.9964996154402834,0.11419127941131592
R101_20_2D,3,332.3761664331838,0.9964996154402834,0.1147846794128418
R101_20_2D,4,332.3761664331838,0.9964996154402834,0.11315582275390625
R101_20_2D,5,332.3761664331838,0.9964996154402834,0.11383254528045654
R101_20_2D,6,332.3761664331838,0.9964996154402834,0.1134821367263794
R101_20_2D,7,332.3761664331838,0.9964996154402834,0.11466768264770508
R101_20_2D,8,332.3761664331838,0.9964996154402834,0.11444329738616943
R101_20_2D,9,332.3761664331838,0.9964996154402834,0.11441140174865723
R101_20_2D,10,332.3761664331838,0.9964996154402834,0.11613279819488526
R101_20_2D,11,332.3761664331838,0.9964996154402834,0.11483964920043946
R101_20_2D,12,332.3761664331838,0.9964996154402834,0.11480117797851562
R101_20_2D,13,332.3761664331838,0.9964996154402834,0.12171854019165039
R101_20_2D,14,332.3761664331838,0.9964996154402834,0.13676539421081543
R101_20_2D,15,332.3761664331838,0.9964996154402834,0.12153404712677002
R101_20_2D,16,332.3761664331838,0.9964996154402834,0.11533934593200684
R101_20_2D,17,332.3761664331838,0.9964996154402834,0.12991180896759033
R101_20_2D,18,332.3761664331838,0.9964996154402834,0.14572852611541748
R101_20_2D,19,332.3761664331838,0.9964996154402834,0.12847259044647216
R101_20_2D,20,332.3761664331838,0.9964996154402834,0.110627703666687
R101_20_2D,21,332.3761664331838,0.9964996154402834,0.13314414024353027
R101_20_2D,22,332.3761664331838,0.9964996154402834,0.13954371452331543
R101_20_2D,23,332.3761664331838,0.9964996154402834,0.14041296482086182
R101_20_2D,24,332.3761664331838,0.9964996154402834,0.11714849472045899
R101_20_2D,25,332.3761664331838,0.9964996154402834,0.14243330478668212
R101_20_2D,26,332.3761664331838,0.9964996154402834,0.15549409866333008
R101_20_2D,27,332.3761664331838,0.9964996154402834,0.10820387363433838
R101_20_2D,28,332.3761664331838,0.9964996154402834,0.10893813133239746
R101_20_2D,29,332.3761664331838,0.9964996154402834,0.10558777332305908
