Instance,shuffle time,cost,run time
RC101_50,0,635.1170685345852,2.5832130479812623
RC101_50,1,637.4249756472593,2.6302183294296264
RC101_50,2,638.9727888748945,2.678939061164856
RC101_50,3,637.4249756472593,2.592562494277954
RC101_50,4,637.4249756472593,2.6798548460006715
RC101_50,5,621.1440695893742,2.6685789442062378
RC101_50,6,636.0640334572422,2.6453475284576418
RC101_50,7,631.2839066437975,2.6437232065200806
RC101_50,8,632.9986228867247,2.647092971801758
RC101_50,9,637.1055050826329,2.6634883308410644
RC101_50,10,635.1170685345852,2.6100719213485717
RC101_50,11,637.4249756472593,2.6719475984573364
RC101_50,12,635.7134880112899,2.6470001792907714
RC101_50,13,637.4817265739786,2.617853307723999
RC101_50,14,635.1170685345852,2.670658383369446
RC101_50,15,637.4249756472593,2.6809468126296996
RC101_50,16,636.0640334572422,2.655661506652832
RC101_50,17,635.1170685345852,2.6599134349823
RC101_50,18,632.9478283527255,2.6430437469482424
RC101_50,19,632.9478283527255,2.641177453994751
RC101_50,20,640.2312194012019,2.6056186866760256
RC101_50,21,632.9478283527255,2.629330496788025
RC101_50,22,632.9357096347453,2.613104610443115
RC101_50,23,635.1170685345852,2.650390877723694
RC101_50,24,637.4249756472593,2.6558782958984377
RC101_50,25,633.1892781446214,2.6649183797836304
RC101_50,26,638.8702772111849,2.6404905700683594
RC101_50,27,632.9478283527255,2.689544687271118
RC101_50,28,637.4249756472593,2.7215877103805544
RC101_50,29,637.4249756472593,2.6741827726364136
