Instance,shuffle time,cost,run time
RC101_50_2D,0,649.6788995838347,3.063132448196411
RC101_50_2D,1,756.4354054528196,2.89923011302948
RC101_50_2D,2,753.5604689821614,2.9224633455276487
RC101_50_2D,3,718.5811364885169,2.9758217763900756
RC101_50_2D,4,680.3861414035941,2.921740036010742
RC101_50_2D,5,677.2378274476083,2.9111212062835694
RC101_50_2D,6,708.0819017308995,2.8939957284927367
RC101_50_2D,7,658.5917343096329,2.953087739944458
RC101_50_2D,8,748.9665432444872,3.0390496826171876
RC101_50_2D,9,748.9665432444872,2.974945845603943
RC101_50_2D,10,737.2272296264923,2.964137759208679
RC101_50_2D,11,718.5811364885169,2.9575530242919923
RC101_50_2D,12,718.6607339776722,2.9143276023864746
RC101_50_2D,13,750.172110820336,2.9862427616119387
RC101_50_2D,14,737.2272296264923,2.950348205566406
RC101_50_2D,15,737.2272296264923,2.9378898906707764
RC101_50_2D,16,708.0819017308995,2.9926068019866943
RC101_50_2D,17,677.2378274476083,3.003956775665283
RC101_50_2D,18,712.4172724953328,3.022573709487915
RC101_50_2D,19,737.2272296264923,3.021670393943787
RC101_50_2D,20,752.1579225814885,2.935812225341797
RC101_50_2D,21,675.3884276568737,2.994946517944336
RC101_50_2D,22,737.2272296264923,2.9075441551208496
RC101_50_2D,23,718.5811364885169,2.9613290929794314
RC101_50_2D,24,658.5917343096329,2.962037057876587
RC101_50_2D,25,708.0819017308995,2.916992154121399
RC101_50_2D,26,716.9639457002438,2.9018495368957518
RC101_50_2D,27,718.5811364885169,2.9472905731201173
RC101_50_2D,28,737.2272296264923,2.983090739250183
RC101_50_2D,29,718.5811364885169,2.9859007263183592
