Instance,shuffle time,cost,run time
C101_20_2D,0,326.97914007847237,1.3337883138656617
C101_20_2D,1,304.53557696105435,1.3848272848129273
C101_20_2D,2,324.8294293874426,1.3033644723892213
C101_20_2D,3,336.25467080287,1.3532770442962647
C101_20_2D,4,304.53557696105435,1.368318085670471
C101_20_2D,5,329.71437941697496,1.299798583984375
C101_20_2D,6,316.45305634874035,1.369671835899353
C101_20_2D,7,304.5355769610543,1.3796863317489625
C101_20_2D,8,329.8003611454544,1.3457854223251342
C101_20_2D,9,304.98945385028907,1.3768030405044556
C101_20_2D,10,320.29832514474657,1.3539525270462036
C101_20_2D,11,311.618967631629,1.3818770551681518
C101_20_2D,12,320.6804446726461,1.3473049688339234
C101_20_2D,13,305.9934754181083,1.3167976188659667
C101_20_2D,14,320.8228220274683,1.3638894510269166
C101_20_2D,15,313.4209196432084,1.374617052078247
C101_20_2D,16,315.0286015372353,1.3455085515975953
C101_20_2D,17,322.62671293698895,1.3204505634307862
C101_20_2D,18,331.9978920458464,1.3521462202072143
C101_20_2D,19,307.71054392639724,1.343053665161133
C101_20_2D,20,318.0391257451362,1.3278123569488525
C101_20_2D,21,327.65683951445936,1.3481478261947633
C101_20_2D,22,334.36093703110737,1.3731361961364745
C101_20_2D,23,319.5834083749537,1.3747335577011108
C101_20_2D,24,329.71437941697496,1.360443844795227
C101_20_2D,25,326.33817538773746,1.3711461114883423
C101_20_2D,26,322.9442870281865,1.3313802433013917
C101_20_2D,27,314.44629563813726,1.3256005001068116
C101_20_2D,28,319.5834083749537,1.3894398927688598
C101_20_2D,29,323.71679322660236,1.341673583984375
