Instance,shuffle time,cost,performance,run time
C101_20,0,323.7168525709317,0.9292792530563864,0.19221479892730714
C101_20,1,323.7168525709317,0.9292792530563864,0.18024127006530763
C101_20,2,323.7168525709317,0.9292792530563864,0.15631783962249757
C101_20,3,323.7168525709317,0.9292792530563864,0.15750908374786377
C101_20,4,323.7168525709317,0.9292792530563864,0.1650108814239502
C101_20,5,323.7168525709317,0.9292792530563864,0.1801738929748535
C101_20,6,323.7168525709317,0.9292792530563864,0.1630578374862671
C101_20,7,323.7168525709317,0.9292792530563864,0.1565982961654663
C101_20,8,323.7168525709317,0.9292792530563864,0.1457752466201782
C101_20,9,323.7168525709317,0.9292792530563864,0.14274142265319825
C101_20,10,323.7168525709317,0.9292792530563864,0.14652588367462158
C101_20,11,323.7168525709317,0.9292792530563864,0.14050899028778077
C101_20,12,323.7168525709317,0.9292792530563864,0.14213347434997559
C101_20,13,323.7168525709317,0.9292792530563864,0.1431606340408325
C101_20,14,323.7168525709317,0.9292792530563864,0.1353074836730957
C101_20,15,323.7168525709317,0.9292792530563864,0.13686098098754884
C101_20,16,323.7168525709317,0.9292792530563864,0.12462555885314941
C101_20,17,323.7168525709317,0.9292792530563864,0.11289743900299072
C101_20,18,323.7168525709317,0.9292792530563864,0.1197856092453003
C101_20,19,323.7168525709317,0.9292792530563864,0.1166264295578003
C101_20,20,323.7168525709317,0.9292792530563864,0.1552621078491211
C101_20,21,323.7168525709317,0.9292792530563864,0.14434899806976317
C101_20,22,323.7168525709317,0.9292792530563864,0.10926037788391113
C101_20,23,323.7168525709317,0.9292792530563864,0.11580198764801025
C101_20,24,323.7168525709317,0.9292792530563864,0.13694311141967774
C101_20,25,323.7168525709317,0.9292792530563864,0.10600672721862793
C101_20,26,323.7168525709317,0.9292792530563864,0.1011265468597412
C101_20,27,323.7168525709317,0.9292792530563864,0.10166300296783447
C101_20,28,323.7168525709317,0.9292792530563864,0.1061369514465332
C101_20,29,323.7168525709317,0.9292792530563864,0.10502877712249756
