Instance,shuffle time,cost,performance,time
C101,0,710.5703733853611,0.9874462613062241,0.08023508548736573
C101,1,710.5703733853611,0.9874462613062241,0.08026704788208008
C101,2,710.5703733853611,0.9874462613062241,0.08026262760162353
C101,3,710.5703733853611,0.9874462613062241,0.08016361713409424
C101,4,710.5703733853611,0.9874462613062241,0.0801929521560669
C101,5,710.5703733853611,0.9874462613062241,0.08020406723022461
C101,6,710.5703733853611,0.9874462613062241,0.08029304504394531
C101,7,710.5703733853611,0.9874462613062241,0.08096607208251953
C101,8,710.5703733853611,0.9874462613062241,0.08037501335144043
C101,9,710.5703733853611,0.9874462613062241,0.08026703834533691
C101,10,710.5703733853611,0.9874462613062241,0.08030864238739013
C101,11,710.5703733853611,0.9874462613062241,0.08024577140808105
C101,12,710.5703733853611,0.9874462613062241,0.08115883350372315
C101,13,710.5703733853611,0.9874462613062241,0.07945115566253662
C101,14,710.5703733853611,0.9874462613062241,0.07964067459106446
C101,15,710.5703733853611,0.9874462613062241,0.07990900993347168
C101,16,710.5703733853611,0.9874462613062241,0.07999751567840577
C101,17,710.5703733853611,0.9874462613062241,0.07993278980255127
C101,18,710.5703733853611,0.9874462613062241,0.07992047786712647
C101,19,710.5703733853611,0.9874462613062241,0.08016456604003906
C101,20,710.5703733853611,0.9874462613062241,0.08007283210754394
C101,21,710.5703733853611,0.9874462613062241,0.08014405727386474
C101,22,710.5703733853611,0.9874462613062241,0.07962297439575196
C101,23,710.5703733853611,0.9874462613062241,0.07959311485290527
C101,24,710.5703733853611,0.9874462613062241,0.08011533260345459
C101,25,710.5703733853611,0.9874462613062241,0.08002059936523437
C101,26,710.5703733853611,0.9874462613062241,0.08009454250335693
C101,27,710.5703733853611,0.9874462613062241,0.08004283905029297
C101,28,710.5703733853611,0.9874462613062241,0.08008184909820557
C101,29,710.5703733853611,0.9874462613062241,0.08000011444091797
