Instance,shuffle time,cost,run time
R101_50,0,498.4874987853311,3.0546521139144898
R101_50,1,479.59283662269416,3.011250491142273
R101_50,2,489.3565889635776,3.0015950345993043
R101_50,3,495.83237203404383,3.051958637237549
R101_50,4,478.95898652182325,3.071102333068848
R101_50,5,492.35824148051944,3.124283356666565
R101_50,6,476.3057579276898,3.0686338710784913
R101_50,7,494.9081848167243,3.0569019603729246
R101_50,8,476.3057579276898,3.0303376388549803
R101_50,9,494.46957568533463,3.024210948944092
R101_50,10,491.28157042436743,3.0009892320632936
R101_50,11,497.17220258599593,3.07030396938324
R101_50,12,491.96832584388517,3.0726055908203125
R101_50,13,494.72871103770524,3.001937680244446
R101_50,14,495.83237203404383,3.0071909189224244
R101_50,15,495.38894060415805,2.9993718242645264
R101_50,16,494.72871103770524,2.9906673574447633
R101_50,17,485.7863322250138,3.0521288967132567
R101_50,18,484.24832981739775,3.0871805858612063
R101_50,19,477.80927579978925,3.0431720638275146
R101_50,20,477.80927579978925,2.9816974067687987
R101_50,21,494.72871103770524,3.0278997373580934
R101_50,22,494.9081848167243,3.019832549095154
R101_50,23,473.5992765559105,3.0141411447525024
R101_50,24,494.72871103770524,3.114976477622986
R101_50,25,476.3057579276898,2.9480708408355714
R101_50,26,473.5992765559105,3.092999982833862
R101_50,27,489.4939514672019,2.994162292480469
R101_50,28,489.4939514672019,3.043730821609497
R101_50,29,493.1698324556453,3.008851957321167
