Instance,shuffle time,cost,run time
R101_20,0,311.93543063911693,0.9379574251174927
R101_20,1,316.09428964247036,0.9290280342102051
R101_20,2,316.09428964247036,0.9216180324554444
R101_20,3,316.09428964247036,0.9135521078109741
R101_20,4,311.93543063911693,0.9282899761199951
R101_20,5,311.93543063911693,0.9147261476516724
R101_20,6,316.09428964247036,0.9213557624816895
R101_20,7,311.93543063911693,0.9118606901168823
R101_20,8,311.93543063911693,0.9252106142044068
R101_20,9,311.93543063911693,0.921232032775879
R101_20,10,311.93543063911693,0.9422584629058838
R101_20,11,311.93543063911693,0.9370227479934692
R101_20,12,311.93543063911693,0.9529558229446411
R101_20,13,311.93543063911693,0.9271651315689087
R101_20,14,311.93543063911693,0.9275384616851806
R101_20,15,316.09428964247036,0.9069333219528198
R101_20,16,311.93543063911693,0.9314953994750976
R101_20,17,311.93543063911693,0.9237660217285156
R101_20,18,311.93543063911693,0.919266562461853
R101_20,19,311.93543063911693,0.9213189268112183
R101_20,20,311.93543063911693,0.9398199033737182
R101_20,21,311.93543063911693,0.9142698955535888
R101_20,22,311.93543063911693,0.9281571388244629
R101_20,23,316.09428964247036,0.9075526285171509
R101_20,24,311.93543063911693,0.9275043344497681
R101_20,25,316.09428964247036,0.9375499296188354
R101_20,26,316.09428964247036,0.9317071008682251
R101_20,27,316.09428964247036,0.9297714281082153
R101_20,28,311.93543063911693,0.9409969902038574
R101_20,29,316.09428964247036,0.9195237827301025
